GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotPercent,SalePrice
1493,20,75.0,13125,6,5,1997,1998,215.0,994.0,0.0,484.0,1478.0,1493,0,0,1.0,0.0,2,0,3,1,7,1,1997.0,2.0,508.0,140,39,0,0,0,0,0,4,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.11375238095238095,208900
1494,120,50.0,9466,8,5,1994,1995,0.0,457.0,1037.0,0.0,1494.0,1494,0,0,1.0,0.0,1,1,1,1,5,1,1994.0,2.0,478.0,0,30,0,0,217,0,0,5,2007,RL,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.15782801605746882,279700
1092,160,24.0,2760,6,5,1973,1973,514.0,0.0,0.0,525.0,525.0,525,567,0,0.0,0.0,1,1,3,1,6,0,1973.0,2.0,440.0,0,0,0,0,0,0,0,12,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.19021739130434784,105500
1222,20,64.0,7360,7,5,2010,2010,80.0,24.0,0.0,1198.0,1222.0,1222,0,0,0.0,0.0,2,0,2,1,6,0,2009.0,2.0,615.0,0,54,0,0,0,0,0,3,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.16603260869565217,187000
1960,90,60.0,7596,5,5,1952,1952,360.0,0.0,0.0,960.0,960.0,960,1000,0,0.0,0.0,2,0,4,2,10,0,1952.0,2.0,400.0,0,0,0,0,0,0,0,7,2009,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,COD,Normal,0.1263823064770932,124500
1350,80,82.0,9020,6,5,1964,1964,259.0,624.0,336.0,288.0,1248.0,1350,0,0,1.0,0.0,1,1,3,1,6,0,1964.0,2.0,520.0,176,0,0,0,0,0,0,6,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,0.14966740576496673,168500
1040,20,55.89409981073564,7500,5,7,1959,2003,0.0,574.0,0.0,466.0,1040.0,1040,0,0,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,286.0,0,0,0,0,0,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,Shed,WD ,Normal,0.13866666666666666,152000
1430,80,57.75723647109349,7750,7,5,2000,2000,0.0,250.0,0.0,134.0,384.0,774,656,0,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,400.0,180,0,0,0,0,0,0,4,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.09987096774193549,180000
1764,60,65.0,15426,6,5,1997,1997,0.0,821.0,0.0,107.0,928.0,928,836,0,1.0,0.0,2,1,3,1,7,0,1997.0,2.0,470.0,276,99,0,0,0,0,0,8,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.06015817451056658,231500
1364,20,70.0,8400,5,5,1957,1957,0.0,623.0,0.0,556.0,1179.0,1364,0,0,0.0,0.0,1,1,3,1,6,1,1957.0,1.0,331.0,0,60,0,0,0,0,0,3,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,0.16238095238095238,132000
2452,20,110.0,15274,9,5,2003,2003,724.0,1972.0,0.0,480.0,2452.0,2452,0,0,2.0,0.0,2,0,3,1,10,1,2003.0,3.0,886.0,0,116,0,0,0,0,0,7,2009,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.1605342411941862,445000
1953,60,85.0,10574,8,5,2005,2006,0.0,0.0,0.0,1082.0,1082.0,1082,871,0,0.0,0.0,2,1,3,1,9,1,2005.0,3.0,1043.0,160,50,0,0,0,0,0,5,2009,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.10232646113107623,252000
1216,20,75.0,10050,5,5,1955,1955,0.0,288.0,0.0,928.0,1216.0,1216,0,0,1.0,0.0,1,0,3,1,5,0,1955.0,1.0,336.0,0,0,0,0,0,0,0,8,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.12099502487562189,129500
1557,120,35.0,4109,9,5,1999,2000,260.0,1141.0,0.0,416.0,1557.0,1557,0,0,1.0,0.0,2,0,2,1,5,1,1999.0,2.0,484.0,124,113,0,0,0,0,0,6,2008,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.37892431248478947,305000
987,160,21.0,1680,6,5,1972,1972,297.0,0.0,0.0,483.0,483.0,483,504,0,0.0,0.0,1,1,2,1,5,1,1972.0,1.0,288.0,0,0,0,0,0,0,0,6,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.2875,94500
864,20,60.0,5400,5,5,1958,1958,0.0,453.0,0.0,411.0,864.0,864,0,0,0.0,1.0,1,0,3,1,6,0,1958.0,1.0,399.0,0,0,0,0,0,0,0,5,2007,RL,Pave,None,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.16,118000
796,30,67.0,8777,5,7,1910,1950,0.0,0.0,0.0,796.0,796.0,796,0,0,0.0,0.0,1,0,2,1,4,0,1910.0,0.0,0.0,328,0,164,0,0,0,0,5,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,None,None,None,None,P,None,MnPrv,None,WD ,Normal,0.0906915802666059,85000
1600,20,125.0,31250,1,3,1951,1951,0.0,0.0,0.0,0.0,0.0,1600,0,0,0.0,0.0,1,1,3,1,6,0,1951.0,1.0,270.0,0,0,135,0,0,0,0,5,2006,A (agr),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,Gable,CompShg,CBlock,VinylSd,None,TA,Fa,CBlock,None,None,None,None,None,GasA,TA,Y,FuseA,TA,Mod,None,Attchd,Unf,Fa,TA,N,None,None,None,WD ,Normal,0.0512,81500
2650,90,60.0,7200,4,6,1967,1967,0.0,0.0,0.0,0.0,0.0,862,1788,0,0.0,0.0,3,0,6,2,10,0,1967.0,0.0,0.0,0,0,0,0,0,0,500,2,2010,RH,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,Flat,Tar&Grv,Plywood,CBlock,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Min2,None,None,None,None,None,Y,None,None,Shed,WD ,Normal,0.11972222222222222,160000
2337,190,85.0,13600,5,5,1900,1950,0.0,0.0,0.0,662.0,662.0,1422,915,0,0.0,0.0,2,0,5,2,10,0,1945.0,2.0,560.0,0,57,0,0,0,0,0,9,2007,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.10455882352941176,90000
1388,60,50.0,8340,6,6,1977,1977,62.0,509.0,0.0,166.0,675.0,686,702,0,0.0,0.0,1,1,3,1,6,0,1977.0,1.0,317.0,406,36,0,0,0,0,0,12,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.08225419664268585,157500
1456,160,24.0,2280,6,6,1976,1976,0.0,566.0,0.0,289.0,855.0,855,601,0,0.0,0.0,2,1,3,1,7,1,1976.0,2.0,440.0,87,0,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.375,148500
2654,60,99.0,16779,5,4,1920,1996,356.0,267.0,0.0,404.0,671.0,1567,1087,0,0.0,0.0,3,0,4,1,11,1,1946.0,2.0,638.0,128,570,0,0,0,0,500,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Fa,CBlock,Gd,TA,No,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Mod,Gd,Attchd,Unf,TA,TA,Y,None,None,Shed,WD ,Normal,0.09339054770844508,158000
1367,120,135.0,12304,7,5,2005,2005,144.0,20.0,0.0,1347.0,1367.0,1367,0,0,0.0,0.0,2,0,2,1,6,1,2005.0,2.0,484.0,0,33,0,0,0,0,0,6,2008,RL,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.11110208062418725,192000
1572,20,50.0,35133,5,4,1963,1963,226.0,1159.0,0.0,413.0,1572.0,1572,0,0,1.0,0.0,1,1,3,1,5,2,1963.0,3.0,995.0,0,263,0,0,263,0,0,5,2007,RL,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,2Types,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.04474425753565024,186700
1456,120,48.0,6472,9,5,2008,2008,500.0,0.0,0.0,1451.0,1451.0,1456,0,0,0.0,0.0,2,0,2,1,6,1,2008.0,2.0,539.0,192,42,0,0,0,0,0,4,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.2249690976514215,248500
1141,20,63.0,7500,7,5,2006,2006,0.0,54.0,0.0,1087.0,1141.0,1141,0,0,1.0,0.0,1,1,3,1,6,0,2006.0,2.0,484.0,182,0,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.15213333333333334,152000
1539,70,60.0,10440,5,8,1904,2002,0.0,0.0,0.0,650.0,650.0,958,581,0,0.0,0.0,2,0,3,1,8,1,1983.0,2.0,686.0,70,78,68,0,0,0,0,6,2008,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Po,Detchd,Unf,Gd,TA,P,None,None,None,WD ,Normal,0.0917624521072797,157500
1008,85,72.0,9129,5,5,1977,1977,144.0,923.0,0.0,0.0,923.0,1008,0,0,1.0,0.0,1,0,1,1,4,1,1977.0,2.0,678.0,201,66,0,0,0,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.11041735129806113,153500
816,90,110.0,8472,5,5,1963,1963,0.0,104.0,712.0,0.0,816.0,816,0,0,1.0,0.0,1,0,2,1,5,0,1963.0,2.0,516.0,106,0,0,0,0,0,0,5,2010,RM,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,None,CarPort,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.09631728045325778,110000
1288,50,51.0,6191,5,4,1941,1950,0.0,384.0,0.0,440.0,824.0,824,464,0,0.0,0.0,1,0,4,1,6,0,1941.0,1.0,240.0,0,0,0,0,0,0,0,11,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,N,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.13309643030205137,112000
1512,160,22.208588991465625,2980,6,5,2000,2000,1159.0,466.0,0.0,290.0,756.0,756,756,0,1.0,0.0,2,1,2,1,5,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,5,2010,FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.2536912751677852,177000
2704,80,75.0,13860,8,7,1972,1995,0.0,1410.0,0.0,542.0,1952.0,2000,704,0,1.0,0.0,2,1,4,1,9,3,1972.0,2.0,538.0,269,111,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.1443001443001443,345000
1652,60,68.0,8998,7,5,2000,2000,120.0,527.0,0.0,255.0,782.0,782,870,0,0.0,0.0,2,1,3,1,6,0,2000.0,2.0,532.0,0,70,0,0,0,0,0,6,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.08690820182262725,207500
986,30,60.0,6180,6,5,1926,1950,0.0,0.0,0.0,960.0,960.0,986,0,0,0.0,0.0,1,0,2,1,5,1,1926.0,1.0,180.0,0,128,0,0,0,0,0,5,2007,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.15954692556634303,102000
1040,90,60.0,8544,3,4,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,0.0,0.0,2,0,2,2,6,0,1950.0,2.0,400.0,0,0,0,0,0,0,0,12,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,Stone,None,TA,TA,Slab,None,None,None,None,None,Wall,Fa,N,FuseF,TA,Typ,None,Detchd,Unf,TA,Fa,Y,None,None,None,WD ,Normal,0.12172284644194757,81400
1891,50,140.38362108464364,18837,6,5,1978,1978,0.0,687.0,46.0,491.0,1224.0,1287,604,0,0.0,1.0,3,0,3,1,7,1,1978.0,2.0,678.0,0,69,0,0,0,0,0,4,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,Mn,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.06832298136645963,212500
864,20,65.0,7832,5,5,1968,1968,0.0,775.0,0.0,89.0,864.0,864,0,0,1.0,0.0,1,0,2,1,4,0,1969.0,1.0,280.0,226,0,0,0,0,0,0,5,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.11031664964249234,137250
2080,70,53.0,10918,7,9,1926,2004,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,0.0,0.0,1,1,3,1,9,2,1926.0,1.0,282.0,0,0,0,0,145,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,0.11687122183550101,234000
1728,90,79.17585551856739,10624,5,4,1964,1964,84.0,40.0,264.0,1424.0,1728.0,1728,0,0,0.0,1.0,2,0,6,2,10,0,2002.0,1.0,352.0,155,0,0,0,0,0,0,11,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.16265060240963855,119000
1576,70,144.0,21384,5,6,1923,2004,0.0,1309.0,0.0,15.0,1324.0,1072,504,0,2.0,0.0,1,1,3,1,6,1,1923.0,2.0,528.0,0,312,0,0,0,0,0,5,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,0.05013093901982791,223500
1040,20,82.0,12464,5,5,1996,1996,0.0,732.0,0.0,308.0,1040.0,1040,0,0,1.0,0.0,1,0,3,1,6,0,2000.0,2.0,576.0,168,0,0,0,0,0,0,11,2009,RL,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,0.0834403080872914,152000
1698,20,86.0,13286,9,5,2007,2008,340.0,1234.0,0.0,464.0,1698.0,1698,0,0,1.0,0.0,2,0,3,1,8,1,2007.0,3.0,768.0,327,64,0,0,0,0,0,2,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.1278037031461689,320000
2034,60,69.86762476341954,9375,7,5,1997,1998,573.0,739.0,0.0,318.0,1057.0,1057,977,0,1.0,0.0,2,1,3,1,8,0,1998.0,2.0,645.0,576,36,0,0,0,0,0,2,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,0.11274666666666666,219500
1701,190,63.0,7627,4,6,1920,1950,0.0,0.0,0.0,600.0,600.0,1101,600,0,0.0,0.0,2,0,4,2,8,0,1920.0,0.0,0.0,0,0,148,0,0,0,0,10,2009,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,Gable,CompShg,AsbShng,AsbShng,None,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,N,SBrkr,Fa,Typ,None,None,None,None,None,N,None,None,None,WD ,Normal,0.1443555788645601,94550
1818,50,57.816856844224944,7758,7,4,1931,1950,600.0,224.0,0.0,816.0,1040.0,1226,592,0,0.0,0.0,1,1,4,1,7,2,1951.0,1.0,240.0,0,0,0,0,184,0,0,6,2007,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseF,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,0.15803042021139468,169500
1756,60,69.33104140523649,9303,6,5,1996,1997,42.0,742.0,0.0,130.0,872.0,888,868,0,1.0,0.0,2,1,3,1,7,0,1996.0,2.0,422.0,144,122,0,0,0,0,0,7,2007,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,0.09545307965172525,204000
